30,5,70,40,65,54,65,46,81,10,18,70,59,15,63,18,25,32,70,64,12,10,77,8,89,52,27,1,98,38,26,68,38,72,86,31,62,26,31,39,73,7,81,64,70,20,96,27,30,23,66,90,28,66,0,7,19,42,60,79,2,90,81,11,56,36,65,100,73,72,51,65,97,19,49,37,41,6,5,14,36,41,23,89,70,19,97,20,68,61,94,46,71,50,65,75,98,27,51,39
0,71,73,46,92,9,81,11,18,64,0,40,49,98,45,74,17,78,41,31,97,47,86,49,73,18,30,36,69,7,87,74,32,66,22,85,14,40,56,93,33,66,32,0,72,72,3,0,93,44,14,49,68,100,68,85,43,88,70,34,53,18,73,21,7,96,86,56,78,33,21,25,27,47,51,20,58,3,61,46,20,56,52,68,73,32,19,32,50,75,30,53,51,27,36,41,94,86,84,56
12,100,33,50,96,10,74,27,23,86,43,10,19,18,46,28,40,64,51,15,69,44,95,26,88,87,45,60,10,50,98,19,18,53,18,46,78,2,49,85,54,31,51,35,53,85,39,31,2,44,33,7,77,34,89,90,99,97,38,2,97,47,52,51,74,5,94,88,51,39,18,54,15,100,27,10,1,40,79,60,0,76,89,100,6,70,26,93,94,29,93,49,84,59,45,87,86,4,76,43
47,94,73,16,99,62,20,82,92,64,98,39,12,25,5,97,85,40,13,85,77,8,56,37,31,60,63,10,32,82,82,54,69,66,15,5,76,21,54,36,38,45,100,73,47,33,71,98,56,1,73,70,61,48,21,51,82,6,52,77,76,93,92,39,59,42,24,18,31,36,56,78,91,90,2,96,4,44,35,77,65,50,89,88,43,55,9,89,78,62,36,31,64,26,0,26,56,62,89,25
83,61,32,77,88,37,35,95,56,88,36,47,81,6,93,63,42,52,80,88,6,35,37,2,83,61,61,62,75,33,6,66,42,6,37,24,56,87,23,82,67,51,65,47,59,69,49,99,10,27,51,5,37,46,34,48,86,64,75,97,64,70,45,90,3,84,47,77,38,42,74,57,28,61,58,69,5,76,36,68,71,38,10,72,6,53,47,91,29,39,91,48,74,43,75,47,83,78,45,10
27,3,28,94,100,66,87,52,87,69,87,30,61,57,50,22,68,48,12,28,6,94,89,71,25,74,65,59,5,35,89,86,32,36,59,9,7,75,22,21,87,14,37,73,10,28,55,51,77,37,92,63,53,9,32,35,40,42,87,44,72,77,29,9,64,32,36,2,66,68,60,94,77,22,96,73,95,17,76,72,3,51,61,35,63,85,1,37,20,47,92,48,92,62,32,92,81,61,50,94
20,69,92,28,16,49,34,9,64,96,78,100,22,91,81,69,94,10,69,67,77,27,52,37,12,19,6,11,82,75,100,37,66,94,89,52,32,83,73,95,65,84,71,13,80,80,59,12,71,60,99,53,69,23,32,1,51,97,87,17,5,4,5,88,76,54,34,71,75,71,67,24,91,64,73,83,75,55,46,40,21,42,1,96,83,62,30,11,15,71,30,88,72,19,84,4,68,92,82,38
27,86,76,36,100,5,83,0,7,12,72,70,5,14,63,46,83,3,53,47,48,74,99,32,47,96,9,26,71,11,74,29,96,23,69,94,11,85,16,93,39,29,78,57,51,96,71,7,94,26,72,20,51,62,26,42,88,28,29,72,22,30,75,87,62,7,16,33,4,41,100,45,27,2,42,17,37,71,44,70,16,14,58,42,82,45,83,11,62,50,68,70,33,70,30,44,67,83,15,27
28,20,33,89,87,0,62,27,60,11,77,51,31,62,7,52,76,52,80,93,46,3,4,3,84,57,80,25,90,9,78,93,82,35,52,47,72,35,66,13,50,97,94,12,79,69,34,97,50,17,28,75,97,86,76,54,66,90,74,40,70,16,65,87,89,83,51,49,90,41,22,1,14,99,71,14,1,69,6,4,40,31,81,97,46,43,82,4,50,35,15,21,14,4,96,33,70,41,26,82
79,29,52,1,62,53,67,4,31,60,15,67,74,43,24,67,87,54,42,90,69,6,16,21,66,85,100,53,15,94,95,36,70,40,64,71,71,52,24,28,48,39,43,81,20,34,84,73,3,85,48,15,90,14,69,5,77,28,58,35,30,16,78,85,92,10,74,81,76,93,25,3,36,45,48,33,34,50,77,12,92,33,8,62,50,91,15,6,55,54,57,1,49,84,75,7,74,60,48,90
49,82,22,6,42,74,62,59,58,87,87,90,62,50,42,52,77,80,58,12,49,27,16,35,22,2,79,14,67,100,22,79,71,95,97,95,52,18,55,81,2,52,95,93,91,25,9,26,24,41,69,36,48,70,97,30,8,57,64,44,76,87,10,88,83,20,14,91,61,0,12,37,83,2,51,24,89,13,64,78,81,5,65,63,87,9,80,54,50,9,72,96,92,63,54,47,33,47,5,74
42,15,99,61,58,82,67,4,4,28,49,47,23,64,47,53,59,13,58,36,51,45,6,63,98,66,25,90,69,19,99,99,2,60,3,11,59,64,39,7,31,21,8,35,81,56,18,7,73,68,92,21,66,26,82,36,91,49,66,40,75,85,80,66,39,79,34,73,31,33,61,97,39,37,30,45,42,56,57,89,3,40,65,57,47,38,41,40,62,37,0,99,30,18,93,31,28,54,27,88
53,99,34,12,38,26,70,97,30,58,56,71,62,52,41,83,36,81,43,18,56,1,66,27,20,72,23,98,39,4,48,71,16,55,5,11,61,54,83,52,32,60,11,80,42,68,52,37,96,46,22,70,33,68,53,10,19,94,1,26,97,72,84,70,67,47,36,32,81,73,11,75,24,36,36,48,67,83,18,13,78,53,45,68,48,25,16,0,94,72,79,3,91,29,75,84,46,16,70,86
18,99,59,0,62,5,12,43,29,36,80,93,82,4,66,92,3,21,90,66,35,37,55,55,52,83,15,9,13,79,31,21,93,11,58,41,69,64,75,83,87,88,45,3,46,24,48,75,16,99,61,35,20,5,10,49,64,82,74,81,87,98,64,4,39,12,38,33,53,59,67,15,44,38,89,61,64,62,47,5,53,90,43,39,84,99,48,88,55,4,77,80,20,52,91,77,16,99,44,76
81,64,54,30,80,24,68,64,75,93,36,57,86,27,23,25,4,92,83,92,60,5,88,27,16,47,72,22,71,87,64,79,74,60,79,50,58,46,32,93,98,57,19,32,93,64,35,84,59,83,46,74,1,48,82,76,75,20,10,16,5,59,6,72,61,57,41,56,79,76,6,37,33,79,23,13,27,84,4,6,65,15,13,37,6,36,67,100,15,39,29,75,98,62,6,79,35,26,62,68
16,62,85,79,57,61,44,83,53,88,19,80,58,65,99,65,32,32,7,1,79,61,71,38,67,17,52,49,5,67,98,85,79,1,94,37,93,88,49,67,41,17,37,95,49,78,22,22,39,20,34,40,28,87,97,47,90,74,96,93,31,55,65,69,51,40,13,35,3,84,9,55,82,98,99,36,71,56,91,24,21,53,56,97,80,32,97,81,84,10,87,16,73,49,28,1,22,13,19,41
51,27,35,46,35,15,24,95,91,11,9,2,37,27,87,84,86,87,39,58,68,40,26,43,7,49,95,73,100,73,42,54,37,41,22,31,5,29,60,79,10,63,13,58,71,73,96,88,13,29,81,46,1,43,17,20,14,99,72,91,99,49,100,37,6,27,32,13,93,0,8,34,50,43,63,98,0,99,67,9,95,14,17,16,56,15,34,3,65,29,90,34,53,31,5,45,53,11,67,83
6,26,65,90,2,88,32,48,15,71,3,92,32,65,53,53,89,70,68,68,78,87,64,98,75,59,55,29,42,50,93,81,7,30,9,77,41,18,91,29,41,38,93,23,56,12,51,72,53,12,64,23,65,76,32,13,91,92,81,91,67,84,98,11,67,21,18,57,5,98,36,13,81,70,0,10,84,71,98,17,58,53,59,9,85,2,44,26,45,42,73,28,22,13,83,73,97,44,46,18
48,88,69,31,31,5,52,30,98,94,43,11,55,23,80,65,97,23,49,28,17,42,57,33,35,97,38,50,27,11,54,37,12,37,39,57,12,78,16,49,76,37,8,38,3,49,92,62,4,14,16,12,63,21,50,73,53,55,26,41,60,86,88,48,39,49,99,57,31,80,58,82,33,75,48,70,39,96,3,68,45,32,13,53,70,55,88,43,26,80,1,66,48,22,38,97,46,13,34,11
96,26,41,33,85,23,53,100,82,44,85,40,42,20,46,99,67,18,46,8,19,93,59,6,61,66,100,15,18,10,51,34,65,97,1,52,45,25,70,18,88,9,3,85,76,81,61,88,67,74,62,21,23,47,57,67,2,80,82,70,62,2,8,91,45,68,77,50,56,60,45,92,31,73,49,70,52,40,23,84,58,98,71,19,81,63,73,92,27,19,90,11,73,74,34,94,42,18,95,100
5,57,86,70,81,35,17,50,69,23,5,24,70,67,12,100,0,30,93,44,82,3,20,6,26,79,71,36,98,53,45,23,95,29,75,81,9,46,50,83,35,60,47,98,30,14,9,65,96,95,43,76,84,79,10,69,18,27,67,90,52,15,20,99,21,97,92,21,81,6,61,17,42,74,7,46,61,89,1,59,19,14,52,51,10,27,32,53,74,96,40,72,41,7,51,40,25,52,87,89
17,73,40,81,92,87,43,40,25,68,5,88,74,55,36,71,100,7,95,4,28,95,66,31,18,26,53,94,1,86,14,24,48,19,2,71,20,98,88,25,11,30,72,88,83,65,10,77,89,10,42,30,57,40,47,3,87,5,93,100,78,33,80,90,72,31,2,91,67,83,94,64,51,93,96,64,39,85,61,99,70,66,87,15,97,72,50,49,28,46,79,13,97,3,52,20,72,21,73,90
73,56,67,83,99,71,95,4,56,39,53,12,67,33,47,38,74,29,82,93,19,33,13,20,23,44,44,4,25,22,7,13,34,100,95,28,14,52,77,72,74,4,53,91,70,51,40,91,79,82,59,3,82,53,8,40,56,1,62,71,61,31,91,16,17,28,60,49,5,6,81,28,5,18,44,20,55,85,73,62,82,38,96,47,42,13,28,43,90,15,27,32,89,48,95,7,17,42,26,96
18,51,99,42,63,39,23,81,84,10,54,81,3,32,82,97,47,13,10,81,28,20,49,73,94,36,41,12,36,49,94,58,95,36,1,89,83,26,32,35,83,24,73,22,39,40,6,82,73,87,99,64,65,91,15,79,55,79,53,5,41,95,61,69,46,88,79,22,3,14,37,32,57,5,5,28,36,80,33,16,1,38,77,67,93,90,99,28,35,65,69,74,76,81,64,51,42,64,97,73
10,7,53,85,47,15,69,57,41,86,21,52,43,55,91,67,11,98,30,29,53,49,96,1,10,25,68,42,77,29,31,75,79,46,44,49,37,54,93,70,59,71,13,8,51,29,100,17,4,74,98,42,91,88,81,8,27,89,44,0,75,15,90,62,62,33,14,64,38,45,38,96,90,69,71,68,39,37,80,22,63,47,43,66,42,30,0,58,69,100,52,42,39,46,2,66,98,0,93,77
76,60,69,42,22,96,76,41,48,10,9,46,89,88,48,35,57,92,1,83,81,42,61,61,95,4,63,17,14,73,96,44,82,10,25,90,28,12,40,9,49,48,94,50,28,100,29,44,47,87,91,43,81,61,94,26,40,7,6,22,21,24,41,75,68,15,79,92,22,75,36,98,31,97,11,34,58,8,91,22,89,71,72,19,43,87,60,41,26,80,99,85,5,40,95,47,33,19,8,87
19,6,16,3,23,26,79,35,73,72,38,95,33,51,16,33,28,79,60,84,51,97,34,59,73,1,97,30,55,7,61,4,63,15,7,36,70,7,57,94,25,23,0,58,64,62,38,62,33,12,12,60,81,96,20,66,0,57,51,31,15,23,60,62,34,8,31,50,93,92,73,75,44,56,68,59,33,100,39,75,9,85,72,59,42,86,100,83,91,28,40,39,63,68,76,19,48,4,75,32
41,33,5,80,65,28,20,52,1,38,58,41,72,4,81,55,60,52,78,12,60,92,68,48,2,41,87,88,43,95,57,55,92,97,81,58,59,41,56,42,24,33,45,75,24,60,49,73,53,89,26,60,14,79,59,69,16,0,78,74,50,79,56,89,100,62,1,54,61,37,60,11,81,67,74,35,29,11,29,79,69,28,46,58,44,98,81,15,51,59,31,56,13,7,80,69,32,2,91,89
18,47,86,40,23,29,17,34,97,46,83,98,54,1,84,32,66,58,100,43,14,40,42,100,31,96,43,15,43,92,32,24,3,100,86,25,66,15,34,56,18,6,4,0,81,24,5,19,17,57,40,22,7,61,38,78,40,27,75,78,4,45,39,26,89,96,6,5,36,63,13,50,74,51,79,52,40,24,33,80,92,83,38,91,33,35,32,67,58,56,66,61,23,26,16,32,29,44,14,49
97,88,29,74,98,11,50,72,61,100,32,50,84,95,60,46,77,12,84,10,33,64,94,30,15,57,39,17,50,59,8,27,100,60,49,85,93,10,17,22,31,42,49,36,75,13,7,12,92,87,61,12,69,28,38,49,46,48,96,77,37,25,3,51,59,35,49,73,19,20,59,45,4,86,15,67,30,31,61,91,4,45,79,63,42,40,73,14,93,61,90,98,52,44,76,59,71,60,10,71
30,77,78,87,20,72,30,12,12,11,52,78,93,83,30,86,97,99,24,51,78,40,32,57,74,38,77,68,72,74,63,67,56,2,77,100,60,49,2,88,26,14,91,47,41,15,22,50,16,58,19,59,43,3,92,79,53,59,91,31,61,54,9,92,76,56,67,23,99,44,43,82,26,60,66,84,70,50,90,5,5,50,20,18,1,6,86,14,99,60,23,57,45,79,41,5,33,45,92,32
61,46,21,51,50,32,19,48,49,37,82,86,10,6,0,3,87,79,74,21,40,9,73,2,61,44,81,87,90,97,60,100,65,78,16,47,52,5,74,37,35,55,85,21,73,67,6,92,21,35,87,32,78,83,30,72,37,56,47,93,30,60,54,27,21,21,70,38,76,7,80,88,99,62,17,70,72,47,58,1,17,42,30,95,63,7,29,22,84,10,51,85,63,86,17,97,89,49,62,6
91,40,10,19,18,3,100,74,14,9,46,48,68,11,78,71,27,100,38,74,57,41,33,90,43,99,27,7,74,74,54,4,44,56,17,73,75,41,88,33,83,89,100,99,54,76,11,47,35,56,76,43,89,56,24,31,28,90,68,41,74,98,98,28,32,61,2,10,31,96,92,73,19,55,48,61,88,26,91,45,30,90,48,11,66,39,25,16,15,97,46,100,89,67,29,46,7,5,38,24
84,33,27,92,43,69,62,38,13,23,92,3,76,34,57,25,53,100,97,94,53,60,0,69,52,63,46,70,45,62,20,22,32,34,61,90,97,1,54,37,69,20,90,100,97,54,35,4,1,66,67,26,20,34,16,13,60,14,7,49,34,66,91,4,93,8,99,80,70,28,74,90,59,68,28,73,100,39,34,42,5,67,91,60,53,10,8,67,27,75,97,54,60,77,94,65,90,32,89,37
93,96,63,72,96,11,34,6,21,89,65,81,25,34,40,50,54,18,22,32,11,27,53,18,42,17,89,41,75,9,7,37,36,62,65,92,64,15,86,78,69,56,12,27,7,46,44,67,9,24,41,93,52,60,91,16,88,33,70,69,37,45,47,57,74,93,25,36,2,26,28,36,17,81,72,56,83,77,77,45,82,65,58,98,59,51,95,10,22,35,14,99,35,90,81,27,90,79,21,4
